no,kategori,subkategori,location/city,nama,deskripsi,address,contact,url,lat,lng
4068,Equipment/Rental,Lighting,makassar,BATUFUTE HEAVY EQUIPMENT RENTAL MAKASSAR,nan,"Jl. AMD, Tamangapa, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90235, Indonesia",0821-9648-7946,https://maps.google.com/?cid=10629443134790166164,-5.1748064,119.4885391
4069,Equipment/Rental,Lighting,makassar,Sewa Kursi Lipat Makassar,nan,"Jl. Pampang 1, Pampang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",0877-4406-9247,https://maps.google.com/?cid=13246443964213691747,-5.1344961,119.4467938
4070,Equipment/Rental,Lighting,makassar,PT. Artifisial Kreatif Indonesia,nan,"Jl. Serigala No.28, Mandala, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132, Indonesia",0853-4092-2110,https://maps.google.com/?cid=14952922125896277982,-5.1578712,119.4215619
4071,Equipment/Rental,Lighting,makassar,Lusiana Group Indonesia. PT,nan,"Jl. Andalas No.172, Bontoala Parang, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90154, Indonesia",,https://maps.google.com/?cid=10442616881834464803,-5.1292803,119.4185263
4072,Equipment/Rental,Lighting,makassar,Nauval Elektone,nan,"BTN AURA PERMAI, Blk. I No.4 NO. 23, Jenetallasa, Kec. Pallangga, Kabupaten Gowa, Sulawesi Selatan 92161, Indonesia",0853-9774-9092,https://maps.google.com/?cid=5361345597104498393,-5.2140833,119.4334086
4073,Equipment/Rental,Lighting,makassar,SINAR ADVENTURE - AL-AMIN BLOK A1 NO.3,nan,"BTN AL AMIN BLOK A1 NO.3, SINAR ADVENTURE, Sudiang Raya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242, Indonesia",0853-4807-3431,https://maps.google.com/?cid=5367143454243997944,-5.113508,119.5298
4074,Equipment/Rental,Lighting,makassar,Raja Sewa Kamera dan Elektronik Makassar,nan,"Jl. Minasa Upa No.5 Blok G6, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221, Indonesia",0856-5628-4641,https://maps.google.com/?cid=17339792177204229949,-5.1877262,119.45637
4075,Equipment/Rental,Lighting,medan,Chong Lighting & Sound Systems,nan,"GPV5+8PH, Harjosari I, Medan Amplas, Medan City, North Sumatra 20147, Indonesia",(061) 7355570,https://maps.google.com/?cid=17518676882805693017,3.5433052,98.7093481
4076,Equipment/Rental,Lighting,medan,Putra Sound Rental Sound & Lighting Medan,nan,"4 No, Jl. Mongonsidi No.6, Anggrung, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152, Indonesia",0813-6124-9997,https://maps.google.com/?cid=8315320275493727866,3.5733582,98.6643711
4077,Equipment/Rental,Lighting,medan,zero watt rentals,nan,"Jl.kl.yos sudarso link, Lrg. 14 A No.4, Glugur Kota, Kec. Medan Bar., Kota Medan, Sumatera Utara 20115, Indonesia",0851-7348-6615,https://maps.google.com/?cid=14189259419124787931,3.6178815,98.6698168
4078,Equipment/Rental,Lighting,medan,Sewa LED|Rental LED Screen Medan,nan,"Jl. Bunga Sedap Malam IX, Sempakata, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia",0821-1385-9142,https://maps.google.com/?cid=16848355627164629727,3.5400392,98.6396055
4079,Equipment/Rental,Lighting,medan,DiAch Light,nan,"Komplek Mutiara Residence Blok B No.54, Jl. Mutiara 2, Tanjung Selamat, Medan Tuntungan, Tembung, Kec. Percut Sei Tuan, Kota Medan, Sumatera Utara 20135, Indonesia",0852-1326-3423,https://maps.google.com/?cid=2316522806971644462,3.6168628,98.7159486
4080,Equipment/Rental,Lighting,medan,Sewa Led Videotron | Sewa Backdrop Medan,nan,"Jl. Bunga Sedap Malam, Sempakata, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia",0821-6419-9406,https://maps.google.com/?cid=12533415087243494125,3.5387364,98.6323426
4081,Equipment/Rental,Lighting,medan,ASCENDSEE REBORN Event Equipment,nan,"No. 210 B, Pasar V, Jl. Sembada, Padang Bulan, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia",0822-8464-8895,https://maps.google.com/?cid=3310707381759341286,3.5471835,98.6386096
4082,Equipment/Rental,Lighting,medan,Rentalindo digital pro,nan,"Kapodang 1 no 172 perumnas mandala, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera Utara 20371, Indonesia",0852-7726-3222,https://maps.google.com/?cid=11697457388874247655,3.586987,98.7260424
4083,Equipment/Rental,Lighting,medan,CSP Production Medan Rental Sound System Rigging Stage LED VIDEOTRON,nan,"Jl. Karya Kasih No.52, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia",0812-6009-260,https://maps.google.com/?cid=7211564543860421680,3.5341098,98.6681003
4084,Equipment/Rental,Lighting,medan,CW soundz Rental soundsystem Medan,nan,"kompleks, Jl. Karya Wisata Jl. Griya Wisata Indah No.2 Blok L, Deli Tua, Kec. Namorambe, Kabupaten Deli Serdang, Sumatera Utara 20356, Indonesia",0853-6230-0731,https://maps.google.com/?cid=9547486748436927968,3.506451,98.6620186
4085,Equipment/Rental,Lighting,medan,Ck sound system@ Lighting rental medan production,nan,"Jl. Brig Jend. Zein Hamid Gg. Sado No.17, Titi Kuning, Kec. Medan Johor, Kota Medan, Sumatera Utara 20219, Indonesia",0823-6341-1565,https://maps.google.com/?cid=7154738307226556940,3.5359581,98.6841914
4086,Equipment/Rental,Lighting,medan,RIZKY RENTAL,nan,"Gg. Keluarga I, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124, Indonesia",0878-7561-4518,https://maps.google.com/?cid=3769880022367335251,3.597047,98.6361414
4087,Equipment/Rental,Lighting,medan,INFINITE Production,nan,"No. 7-7A, Jl. Nenas, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20114, Indonesia",0819-6003-911,https://maps.google.com/?cid=12513824959115892501,3.6001616,98.6696918
4088,Equipment/Rental,Lighting,medan,Rental Sound System TECHNO ELECTRO MEDIA,nan,"Jl. Bahagia No.67, Teladan Tim., Kec. Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia",0819-863-195,https://maps.google.com/?cid=225710004220980438,3.5639768,98.7019564
4089,Equipment/Rental,Lighting,medan,Sewa HT Medan,nan,"Gg. Melinjo No.1, Tembung, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20225, Indonesia",0812-8323-2307,https://maps.google.com/?cid=6616713015998713991,3.5966294,98.7352316
4090,Equipment/Rental,Lighting,medan,Bengkel A2N,nan,"Jl. Ps. 1 No.10d, Tj. Sari, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154, Indonesia",,https://maps.google.com/?cid=16655309384520262601,3.5589073,98.6342033
4091,Equipment/Rental,Lighting,medan,BRILLIANT MUSIK ENTERTAINMEN,nan,"Jl. Tapian Nauli No.106, Teladan Bar., Kec. Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia",,https://maps.google.com/?cid=11156376547353012502,3.5641955,98.6904689
4092,Equipment/Rental,Lighting,medan,Lia Pesta Medan,nan,"Gg. Sedulur, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara, Indonesia",0813-7687-5408,https://maps.google.com/?cid=17891734247871158714,3.6139736,98.6507692
4093,Equipment/Rental,Lighting,medan,Jannah,nan,"Jalan Garu 2 No 452, Gang Pribadi, Sitirejo III, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20147, Indonesia",0812-6330-879,https://maps.google.com/?cid=10437867046780069353,3.5451258,98.7127955
4094,Equipment/Rental,Lighting,medan,Ainun Decorasi,nan,"Jalan Pasar 1 No. 3, Gang Jati Luhur, Tj. Sari, Medan, Sumatera Utara, 20128, Indonesia",0812-6381-729,https://maps.google.com/?cid=12811559755136361180,3.5589936,98.6249027
4095,Equipment/Rental,Lighting,medan,Citra,nan,"Jl. Amal No.9A Pulau, Pulo Brayan Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239, Indonesia",(061) 68441829,https://maps.google.com/?cid=12236132468654538992,3.6250773,98.6744052
4096,Equipment/Rental,Lighting,medan,Pagur,nan,"Jl. Garu 1 Gg. Cermai No.7D, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20147, Indonesia",0812-6388-2927,https://maps.google.com/?cid=8039929349667528472,3.5480926,98.6995078
4097,Equipment/Rental,Lighting,medan,Memoire,nan,"Jl. Bintang No.1D, Pandau Hilir, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20232, Indonesia",0812-6361-6165,https://maps.google.com/?cid=11035641096648310422,3.5945148,98.6864916
4098,Equipment/Rental,Lighting,medan,Gemini,nan,"JMFF+9J2, Jl. Budi Pembangunan, Pulo Brayan Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20116, Indonesia",(061) 6612926,https://maps.google.com/?cid=16754899915260821538,3.623381,98.6740473
4099,Equipment/Rental,Lighting,medan,Javanese Audio,nan,"Jl. Asrama Jl. Komp. Bumi Asri blok D90, Cinta Damai, Kec. Medan Helvetia, Kota Medan, Sumatera Utara, Indonesia",0813-9771-1775,https://maps.google.com/?cid=3682424104708935167,3.5981572,98.6224107
4100,Equipment/Rental,Lighting,medan,Yunie,nan,"Jl. Seroja I No.4, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20128, Indonesia",0853-7086-3742,https://maps.google.com/?cid=150998578895052439,3.5817839,98.6184602
4101,Equipment/Rental,Lighting,medan,Khaila,nan,"Jl. Seksama No.Ujung 191, Medan Tenggara, Kec. Medan Denai, Kota Medan, Sumatera Utara 20218, Indonesia",0813-6170-3730,https://maps.google.com/?cid=13171121366651125717,3.552136,98.7134571
4102,Equipment/Rental,Lighting,medan,INTAN TERATAK,nan,"Jalan Tani asri Gg H. Abas Tanjung Gusta, JH5W+6M4, Kp. Lalang, Kec. Sunggal, Kota Medan, Sumatera Utara 20351, Indonesia",0823-8007-5002,https://maps.google.com/?cid=1416594473808149019,3.6080002,98.596713
4103,Equipment/Rental,Lighting,medan,ENDA Entertainment,nan,"Jalan Jamin Ginting, Gang Parang IV, Kwala Bekala, Medan Johor, Sempakata, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia",0812-6450-997,https://maps.google.com/?cid=16835726634515584132,3.5364725,98.6448278
4104,Equipment/Rental,Lighting,medan,Linda Subur Pesta,nan,"Jl. Halat Gg. Makmur No.6-B, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20217, Indonesia",0813-9780-2739,https://maps.google.com/?cid=3137460257489576670,3.5717582,98.6971108
4105,Equipment/Rental,Lighting,medan,Arifin,nan,"Jalan Karantina Ujung, Complex Asrama TNI-AD Glugur Hong, Blok Batu No 1, Sidorame Bar. I, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20236, Indonesia",0813-7536-7365,https://maps.google.com/?cid=7516033776617698895,3.6100167,98.6834698
4106,Equipment/Rental,Lighting,medan,Sewa Proyektor Infocus Medan Tembung,nan,"Gg. Baru Gg. Ridho No.34, Tembung, Kec. Percut Sei Tuan, Medan, Sumatera Utara 20371, Indonesia",0823-6351-4140,https://maps.google.com/?cid=12681595261912806574,3.6083076,98.7398317
4107,Equipment/Rental,Lighting,medan,Deddy.S Entertainment,nan,"Jalan Mesjid No.75, Pasar 2, Helvetia Medan, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124, Indonesia",(061) 8462704,https://maps.google.com/?cid=2093131830424737333,3.6147721,98.6505123
4108,Equipment/Rental,Lighting,medan,Ucha,nan,"Jalan G. Ganefo No 11, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara 20217, Indonesia",(061) 7323167,https://maps.google.com/?cid=9852496361904500596,3.5700651,98.6978601
4109,Equipment/Rental,Lighting,medan,Kawida,nan,"Jl. Tombak No.6, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20228, Indonesia",(061) 7343662,https://maps.google.com/?cid=16288788604398047204,3.5747297,98.7109946
4110,Equipment/Rental,Lighting,medan,BERKAH PESTA NURUL HIDAYAH,nan,"Jl. Ikhlas No.5, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20228, Indonesia",0821-6383-7193,https://maps.google.com/?cid=16980054225829345961,3.5734955,98.7213164
4111,Equipment/Rental,Lighting,medan,ELG ELECTRIC,nan,"Jl. Bahagia By Pass No.33B, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20226, Indonesia",0823-6864-2411,https://maps.google.com/?cid=10607001022628051214,3.5588448,98.7031523
4112,Equipment/Rental,Lighting,medan,DIANOVA,nan,"Jalan Keluarga No 63 Lk 20 Tj mulai hilir, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20241, Indonesia",0813-3324-6834,https://maps.google.com/?cid=10204874409818455883,3.6560924,98.6795852
4113,Equipment/Rental,Lighting,medan,Cicero Pesta,nan,"Jl. Tangguk Bongkar X No.21, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera Utara 20227, Indonesia",(061) 7361220,https://maps.google.com/?cid=14803931223387060032,3.583238,98.712707
4114,Equipment/Rental,Lighting,medan,Armi Taratak,nan,"Jl. Amal No.15-D, Pulo Brayan Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20239, Indonesia",0812-6306-5800,https://maps.google.com/?cid=4913433365011649543,3.6249608,98.677927
4115,Equipment/Rental,Lighting,medan,Sewa Proyektor Medan,nan,"Gg. Nila No.4, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20227, Indonesia",0811-6561-500,https://maps.google.com/?cid=15442182196366441262,3.5787711,98.7328429
4116,Equipment/Rental,Lighting,medan,Medan Sound System,nan,"HMGW+F5R, Jl. Amaliun, Kota Matsum IV, Kec. Medan Area, Kota Medan, Sumatera Utara 20215, Indonesia",0813-9634-1666,https://maps.google.com/?cid=10743524589584646308,3.5762286,98.695395
4117,Equipment/Rental,Lighting,medan,SUMATERA PESTA,nan,"Jl. Harmonika, Titi Rantai, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia",0812-6025-4504,https://maps.google.com/?cid=15749189668792473554,3.5551165,98.6545161
4118,Equipment/Rental,Lighting,medan,Rio Tenda,nan,"Jalan Karto No.18 A, Sidorame Tim., Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20233, Indonesia",(061) 4557737,https://maps.google.com/?cid=6218048298199308893,3.6056263,98.6926752
4119,Equipment/Rental,Lighting,medan,Mateen Toys Rental,nan,"No 8V, Gg. Suka Setia Perumahan Tomang Mas 1 No.8, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia",0812-6485-0147,https://maps.google.com/?cid=2471674590009802050,3.5932185,98.6388508
4120,Equipment/Rental,Lighting,medan,NB VENDORS DECORATION,nan,"Jalan Tg. Bunga I &, Jl. M. Nawi Harahap, Sitirejo III, Kec. Medan Amplas, Kota Medan, Sumatera Utara, Indonesia",0852-6008-5000,https://maps.google.com/?cid=10376139607385999329,3.5532031,98.6991272
4121,Equipment/Rental,Lighting,medan,Irul soundsystem,nan,"Jl. Pembinaan Hilir Bandar Setia No.461, Tembung, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20371, Indonesia",0813-7538-8184,https://maps.google.com/?cid=9443195780599756912,3.6238763,98.7463368
4122,Equipment/Rental,Lighting,medan,SEWA AC STANDING MEDAN ( CV.MOUNTH THOUSAND),nan,"Jl. Kenari Raya III No.302, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera Utara 20226, Indonesia",0812-6392-3591,https://maps.google.com/?cid=575178169707717829,3.5888733,98.7357509
4123,Equipment/Rental,Lighting,medan,UD.Memo Pesta,nan,"Jl. Menteng Raya Gg. Budi No.3, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20228, Indonesia",(061) 736116,https://maps.google.com/?cid=16938670189416827166,3.5676259,98.7164382
4124,Equipment/Rental,Lighting,medan,SEWA KIPAS BLOWER MEDAN,nan,"Jl. Bunga Sedap Malam IV, Sempakata, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia",0823-2376-2872,https://maps.google.com/?cid=5636615557144938232,3.5415837,98.6482324
4125,Equipment/Rental,Lighting,medan,Perdana Teratak,nan,"JM7R+X52, Jl. Pendidikan, Tegal Rejo, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20237, Indonesia",0813-6141-9315,https://maps.google.com/?cid=12643535506487799901,3.6148764,98.6904043
4126,Equipment/Rental,Lighting,medan,Putra Jaya Pesta,nan,"Gg. Seroja Jl. Karya Darma No.12, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20143, Indonesia",0852-6168-7159,https://maps.google.com/?cid=9813704848494939984,3.5308548,98.6683256
4127,Equipment/Rental,Lighting,medan,Tenda Pesta SBR,nan,"Jl. Puri Gg. Madrasah No.187D, Kota Matsum I, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia",0812-6555-8066,https://maps.google.com/?cid=10032967460641690403,3.578584,98.6927825
4128,Equipment/Rental,Lighting,medan,Dendick Pesta,nan,"Gg. Arimbi Jl. Bilal Ujung No.16 B, Pulo Brayan Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20236, Indonesia",0812-6060-730,https://maps.google.com/?cid=3051188658858354913,3.6234875,98.6848221
4129,Equipment/Rental,Lighting,medan,Doli's Music Entertainment,nan,"Jl. Turi Ujung No.61, Teladan Tim., Kec. Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia",0812-6509-618,https://maps.google.com/?cid=16469173701279799580,3.5630278,98.6985914
4130,Equipment/Rental,Lighting,medan,Budi Teratak,nan,"JMQV+643, Jl. Purwosari, Pulo Brayan Bengkel, Kec. Medan Tim., Kota Medan, Sumatera Utara 20237, Indonesia",(061) 6640314,https://maps.google.com/?cid=7685755641550719891,3.6380096,98.6928264
4131,Equipment/Rental,Lighting,medan,Sewa ac floor standing 3pk dan 5pk,nan,"Jl. Sidodadi No.22, Deli Tua, Kec. Medan Johor, Deli sedang, Sumatera Utara 20355, Indonesia",0823-6662-3838,https://maps.google.com/?cid=5086487587287058743,3.5117525,98.6668758
4132,Equipment/Rental,Lighting,medan,Camping Medan,nan,"Gg. Sitinjo No.1, Medan Tenggara, Kec. Medan Denai, Kota Medan, Sumatera Utara 20226, Indonesia",0882-6303-3968,https://maps.google.com/?cid=14303050626972223047,3.5620749,98.7213605
4133,Equipment/Rental,Lighting,medan,Komplek IKIP Rhada,nan,"Dikagor, Jalan Kompleks Ikip Rhada Jl. Flamboyan 6, Tj. Selamat, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20135, Indonesia",0821-6496-7687,https://maps.google.com/?cid=6755349728533231097,3.5396367,98.6034652
4134,Equipment/Rental,Lighting,medan,UD. Ananda,nan,"Jl. Cemara, Medan Estate, Kec. Percut Sei Tuan, Kota Medan, Sumatera Utara 20371, Indonesia",0823-0002-2292,https://maps.google.com/?cid=4586070137973613178,3.6287692,98.7007048
4135,Equipment/Rental,Lighting,semarang,Rental Lighting Semarang,nan,"Puri Anjasmoro K7 No.20, Tawangsari, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50144, Indonesia",0819-4153-635,https://maps.google.com/?cid=7247191607439238769,-6.9719291,110.3870502
4136,Equipment/Rental,Lighting,semarang,Lunar Lighting (rental and architectural lighting design),nan,"Jl. Tlogo Mukti III, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50196, Indonesia",0816-650-425,https://maps.google.com/?cid=1063883416105959855,-6.9911745,110.464682
4137,Equipment/Rental,Lighting,semarang,Techno Productions,nan,"Jl. Tumpang 1 No.49, Gajahmungkur, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232, Indonesia",0817-9555-195,https://maps.google.com/?cid=6333553701031482613,-7.0067736,110.4019505
4138,Equipment/Rental,Lighting,semarang,Sewa Videotron Semarang - Naraya Nastra Production,nan,"Jalan Mundu Baru 1, Jl. Wanamukti Residence No.10, Sambiroto, Tembalang, Semarang City, Central Java 50276, Indonesia",0858-7563-7726,https://maps.google.com/?cid=5983105116509735812,-7.0295436,110.4618783
4139,Equipment/Rental,Lighting,semarang,Pelangi Rental,nan,"Jalan Bulusan Selatan Raya, Villa Tembalang C9, Blk. E Kelurahan No.15, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",0856-4305-0705,https://maps.google.com/?cid=13618332699253414297,-7.0652246,110.4464734
4140,Equipment/Rental,Lighting,semarang,Sewa Rental TV LED Plasma Semarang,nan,"Jl. Menoreh Utara IX, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232, Indonesia",0896-5403-0233,https://maps.google.com/?cid=7717574085826508143,-7.007615,110.3916843
4141,Equipment/Rental,Lighting,semarang,Glory Rental Persewaan Alat Event Semarang Lengkap,nan,"Jl. Timoho I No.15, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",0821-3767-3376,https://maps.google.com/?cid=11913326325240422930,-7.0588895,110.4437462
4142,Equipment/Rental,Lighting,semarang,beta lighting,nan,"Jl. Beringin Asri, RT.01/RW.12, Wonosari, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50244, Indonesia",0899-9824-900,https://maps.google.com/?cid=630133615893405354,-6.983924,110.3268538
4143,Equipment/Rental,Lighting,semarang,DipoRental ( Penyewaan Alat Event ),nan,"Jl. Mulawarman II No.21A, Padangsari, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50248, Indonesia",0821-3316-9416,https://maps.google.com/?cid=5211251210362174667,-7.0703587,110.4341583
4144,Equipment/Rental,Lighting,semarang,Silver HT Rental / Rental HT Semarang,nan,"Jl. Tulus Harapan No.9, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",0813-6317-5500,https://maps.google.com/?cid=5180598527255830050,-7.0370573,110.4706062
4145,Equipment/Rental,Lighting,semarang,Brilian Sentosa,nan,"Jl. Gedung Batu Utara I No.12A, Ngemplak Simongan, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50148, Indonesia",0819-1200-8334,https://maps.google.com/?cid=9008071766994364229,-6.9931579,110.4002576
4146,Equipment/Rental,Lighting,semarang,Sewa Videotron Semarang Proyektor TV Plasma Lighting Sound Genset Semarang,nan,"Gg. Bulusari I, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",0812-2480-0411,https://maps.google.com/?cid=10538546550721239337,-7.0566713,110.4369641
4147,Equipment/Rental,Tent,surabaya,Jual Tenda Murah Surabaya (FGA TENDA),nan,"Jl. Dukuh Pakis VI - B No.48, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225, Indonesia",0852-1322-8282,https://maps.google.com/?cid=5495166822482427857,-7.2860163,112.7113393
4148,Equipment/Rental,Tent,surabaya,TENDA TERMURAH SURABAYA,nan,"Jl. Klumprik Pdam No.68, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia",0813-3131-3060,https://maps.google.com/?cid=2102572825951931635,-7.3290867,112.6848956
4149,Equipment/Rental,Tent,surabaya,RENTAL TENDA CAMPING SURABAYA,nan,"Jl. Krakatau No.30, Petemon, Kec. Sawahan, Surabaya, Jawa Timur 60252, Indonesia",0899-3460-345,https://maps.google.com/?cid=124759478965039361,-7.2598682,112.7200308
4150,Equipment/Rental,Tent,surabaya,Rumah tenda,nan,"Jl. Simo Gn. Kramat Tim. No.21, Putat Jaya, Kec. Sawahan, Surabaya, Jawa Timur 60255, Indonesia",0813-5775-7492,https://maps.google.com/?cid=9930619812914562204,-7.2736214,112.7181511
4151,Equipment/Rental,Tent,surabaya,TENDA MURAH SURABAYA | Aneka Tenda,nan,"Jl. Pandegiling Tengah No.27, Tegalsari, Kec. Tegalsari, Surabaya, Jawa Timur 60262, Indonesia",,https://maps.google.com/?cid=4988137427702973903,-7.2750159,112.7366937
4152,Equipment/Rental,Tent,surabaya,Tenda Cafe Murah Surabaya,nan,"1D No, Banyu Urip Wetan V No.9, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0812-1310-1112,https://maps.google.com/?cid=1278797582043862720,-7.2762364,112.7272882
4153,Equipment/Rental,Tent,surabaya,dome tent rental gustenda,nan,"Jalan lasem barat 52, Dupak, Kec. Krembangan, Surabaya, Jawa Timur 60179, Indonesia",0812-3155-3223,https://maps.google.com/?cid=7795692785400935333,-7.236962,112.71764
4154,Equipment/Rental,Tent,surabaya,pasak tenda surabaya,nan,"Jl. Petemon Sidomulyo IV No.73, Petemon, Kec. Sawahan, Surabaya, Jawa Timur 60252, Indonesia",0857-3117-4642,https://maps.google.com/?cid=17582248664437051546,-7.261222,112.7182767
4155,Equipment/Rental,Tent,surabaya,Produsen Jual Tenda,nan,"Jl. Simo Gn. Kramat Tim. Rumah No.30 Lt 2, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0813-3155-3599,https://maps.google.com/?cid=5813855397706655029,-7.2735239,112.718415
4156,Equipment/Rental,Tent,surabaya,Master Tenda,nan,"Banyu Urip Wetan V No.5C, Putat Jaya, Kec. Sawahan, Surabaya, Jawa Timur 60255, Indonesia",0821-4200-5655,https://maps.google.com/?cid=16268473409336342181,-7.2792327,112.7272948
4157,Equipment/Rental,Tent,surabaya,Sewa tenda naturehike surabaya,nan,"Jl. Pucang Adi II No.3, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60188, Indonesia",0857-3006-9269,https://maps.google.com/?cid=6632898499850023209,-7.2825062,112.7550805
4158,Equipment/Rental,Tent,surabaya,Lancar Jaya Tenda,nan,"Jl. Raya Mastrip Kemlaten Gg. Langgar No.12, Kebraon, Kec. Karangpilang, Surabaya, Jawa Timur 60222, Indonesia",(031) 7660808,https://maps.google.com/?cid=10581659041193237173,-7.3295302,112.7089113
4159,Equipment/Rental,Tent,surabaya,Mahameru Adventure ( Rental Peralatan Outdoor & Persewaan Tenda Camping Surabaya ),nan,"Jl. Kedung Anyar VII No.37, RT.006/RW.03, Sawahan, Kec. Sawahan, Surabaya, Jawa Timur 60251, Indonesia",0857-0764-6422,https://maps.google.com/?cid=3057843900847251048,-7.2659152,112.7259561
4160,Equipment/Rental,Tent,surabaya,"Jual terop,tenda",nan,"Jl. Banyu Urip Wetan IIIC No.81, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0823-3120-8155,https://maps.google.com/?cid=9877444298491213947,-7.277916,112.7266771
4161,Equipment/Rental,Tent,surabaya,Tenda termurah surabaya,nan,"Jl. Klumprik Pdam No.68, Balas Klumprik, Kec. Wiyung, Surabaya, Jawa Timur 60222, Indonesia",0813-3131-3060,https://maps.google.com/?cid=2102572825951931635,-7.3290867,112.6848956
4162,Equipment/Rental,Tent,surabaya,Distributor Tenda,nan,"Unnamed Road, QQJ4+4XR, Wonokusumo, Kec. Semampir, Surabaya, Jawa Timur 60154, Indonesia",0817-0303-2042,https://maps.google.com/?cid=17018179650983863355,-7.21964,112.757379
4163,Equipment/Rental,Tent,surabaya,PRIMA JAYA TENDA,nan,"Banyu Urip Wetan 1D No.9, Banyu Urip, Kec. Sawahan, Surabaya, Jawa Timur 60254, Indonesia",0812-3101-112,https://maps.google.com/?cid=6419654952247324054,-7.2762709,112.7272196
